,Rating,Reviews
1480,8,"Quite funny, and makes action take backseat to dialog It's a down-to-earth Marvel story: no weird space stuff or quantum realms. Just four Russians walking a fine line between teamwork and self preservation.It's an introspective look on Natasha's life and self-identity. The best parts of the movie are the quiet scenes of dialog - sometimes tense, sometimes funny, sometimes heavy. Don't worry: there are plenty of thrilling set-pieces too!Being a Disney movie, it doesn't get too deep into real-world politics but does take time to examine the tragedy of human trafficking of young girls. Shortland goes further than all other Marvel directors on having her film reflect the horrors of our real world.But perhaps the best part of the movie is the humor. It's hilarious! David Harbour and Florence Peugh steal the movie and make it one of the top 3 funny Marvel movies."
1481,9,Best Marvel Movie!!! Not your average male driven boring all muscle no wits film.Smooth scene transition and well written story line all the way till the ending.Cool fighting scenes with funny original improv lines from the cast.Scarlett and Rachel was very natural and Florence was very offbeat in a good way.Worth the watch!!
1482,2,Meh The movie was way too long. We fast forward through the beginning of her childhood. The acting was boring and soulless. Was this a comedy or what?
1483,7,"Expected more Not bad, expected a bit more. We've been waiting for a Black Widow solo movie for 10+ years and this is all we get? Florence Pugh carried this whole movie. Cant wait to see more of her in the MCU. Not that the other cast members didn't do an amazing job. David Harbour, Rachel Weisz, and of course Scar Jo. All absolutely amazingI don't think this movie gave the Scarlett Johansson or Black Widow the solo recognition she deserves.Overall this movie wasn't bad, but just a bit disappointing."
1484,5,"Disappointed I think it was okay, but I was disappointed in the movie. The best thing in the movie was the sister. I don't think I'll be seeing it again."
1485,9,underestimated Underestimated Underestimated Underestimated Underestimated Underestimated.
1486,6,"Weakest Marvel movie in recent times I'm an avid marvel fan. I watched both infinity war and endgame thrice in theatres and have watched all Marvel movies countless times. So I was very excited to watch a Marvel movie after 2 years. But boy, it was disappointing. The plot was wafer thin with shallow characters and Limitless shaky camera action scenes. The saving grace of the movie are Scarlett and Florence Pugh. If you're a Marvel fan like me, it's going to be like watching a phase 1 movie. For others, you can pass it. It doesn't change anything in MCU."
1487,3,"Not bad but not good either I am a big MCU fan and have been ever since I purchased my first Silver Surfer comic in my teens. Out of all the movies the in the MCU my favorite was the Guardians of the Galaxy.I went into this movie with very high expectations especially after Infinity Endgame.The plot seems intriguing however it was not executed well enough for such a big budget movie like this.The CGI was just ok nothing to seriously write home about.The acting seemed forced the comedy was not funny at all, the fake Russian accents just made it worse.Other MCU movies I have re-watched more than three times, this movie I am not going to re-watch."
1488,7,Has a lot of promise - but also a lot of issues The opening for this film is one of the best I've seen in years.The young actresses playing Yelena & Natasha are fantastic.From here despite being called Black Widow it feels like it is Yelena's Black Widow movie. It doesn't feel like Natasha's swan song. Finally finding out the full story of what happened in Budapest does bring closure to something that has been spoken about in so many films.Florence Pugh & David Harbour are on point in every scene. And I do hope they are around for several projects.
1489,1,"Enjoyable until.... Dear marvel.... What do you get when you put bree to play captain marvel,leave hulk out of endgame and make tuskmaster a woman?..... you get what you deserve..."
1490,3,"No Stakes My titles says it all. I sat there watching this movie for FREE and honestly felt it to be a waste of time. When you have seen the character in the present and then make a movie about their past then you had best come up with something other than providing an explanation as to how they came into possession of a piece of clothing. Florence Pugh did steal the movie from Scarlett. But for the most part I sat there bored, knowing that 'Natasha' would not die, 'Yelena' would survive. Taskmaster (one of the best Marvel villains EVER) would be ruined and that 'wokeness' would make a bad movie even worse. The family dinner scene which some thought was 'cringe' I actually thought was the best part of the movie. Marvel phase 4 gets a hard pass from me beginning with Black Widow (which should have come before Avengers Infinity War."
1491,5,"Lackluster Opener to Phase Four After nearly two years since the last MCU movie, we are presented with ""Black Widow"", the first feature-length entry to kickstart Phase Four. I was pretty much looking forward to the movie, perhaps because I had incorrectly assumed it to be the origin story of Black Widow, and it seemed to be an interesting premise, since we only ever get hints of where she came from in the previous entries. The result is a bland movie, a disappointing movie with a plot that has zero stakes, random characters, and ultimately just feels like a set-up, instead of a full-fledged story.The first problem I have is the plot. It's set between ""Civil War"" and ""Infinity War"". We know what happens to Natasha Romanoff during these two movies, and I don't recall Romanoff mentioning the events that happened in this movie in ""Infinity War"". This essentially makes the plot of ""Black Widow"" feel like what you may call as a sidequest in a video game, it's highly filler and to be honest, it doesn't even feel like Romanoff is the main character here since I don't think she experiences particularly life-changing here. The main focus seems to revolve around Florence Pugh's character Yelena Belova, who plays Romanoff's sister, sort of. In the comics, Belova also assumes the mantle of Black Widow, so given that Romanoff's character died in ""Endgame"", you can guess what the purpose of the movie is.What else drives the plot? The villain. After a string of top-tier villains such as Thanos, Hela, Mysterio, ""Black Widow""'s main antagonist represents a terrible regression. It's an amalgamation of the MCU's worst villains, reminiscent of Malekith. Bland, boring, no charisma, no presence, generic, and pretty low IQ. There's the Taskmaster, essentially a person in a suit of armor that's not even that advanced, and another villain, who's supposed to be this elusive mastermind who hides behind the curtains, but turns out to be pretty lackluster. Considering that by this time frame, Romanoff's faced and lived through the likes of Loki, Ultron, witnessed aliens and the might of superheroes like Thor, Vision, it's hard to believe that the Taskmaster will pose a threat to Romanoff.There are some side characters here. I was interested in David Harbour's character, Red Guardian, who was supposedly the Soviet counterpart of Captain America. But he turned out to be insignificant in the movie, and did not particularly stand out, which is pretty disappointing since he's supposed to be a super-soldier, yet seems incompetent throughout the whole movie. Rachel Weisz's character is also pretty generic, rounding out a roster of characters that feel uninspired, save for some flashes of charm from Florence Pugh.The action sequences were also pretty subpar. The scenes in the first half of the movie were decent, as they didn't rely too much on explosive special effects that filled the whole screen, so I got the impression that it was pursuing the style of ""Captain America: The Winter Soldier"". However, that gradually changed and the climax was a ridiculous action sequence, which while large-scale, did not really leave an impression on me.This is a pretty disappointing entry in the MCU, considering that the last string of movies they churned out, while they may be formulaic, were solid. ""Black Widow"" stumbles pretty heavily. I could respect it more if they stumbled while trying to deviate from the formula and create something quite different, but I felt this was a pretty lazily crafted movie, that only served as set-up for perhaps the growing MCU. It doesn't really provide anything new and by the end of it, you don't get the feeling that you're able to connect more dots across the different movies in the saga; it's essentially an unnecessary plot thread. Here's to hoping that Marvel can get back in the groove with its upcoming entries."
1492,7,"Inner self of Black Widow MCU FANS : Please give me a typical Spy movies.Marvel : Summarise with 3 and half minutes of astonishing opening scene and focus into inner feeling of black widow.Basically a self redemption of black widow, her desire of families, her loneliness and her redemption. Last goodbye of Scarlet as a black widow which can't be replace..worth to watch."
1493,5,"Same old predictable Marvel mediocrity Seriously how do people still get excited about these movies? It's the same old plot with the same old repetitive style of action sequences.It's not a bad movie by any means, but not great either. It's just average. So average, in fact, that I don't remember very much of it except for a good portion of the ending. I am still just genuinely baffled at how people get so excited for these movies.... They haven't been interesting or unique since the late 2000s, early 2010s. The only reason I saw it was because someone else gave me the tickets for free; I would have been upset if I had wasted money on generic comic book movie #327."
1494,4,Sadly not great... (David Harbour is good though!) This movie was really disappointing. I wasn't going into it expecting Endgame but it still underperformed. When I first saw this film was coming I felt confused as it undermined her death in Endgame? I then thought that they must have a great story to tell if they want to make a film about Black Widow. They didn't. There is absolutely no need for this film to exist.
1495,9,Family fun I love this dysfunctional family of assassins. Real issues of trust and abandonment with plenty of action and humour.
1496,10,"Watch it on the big screen, if you can. Black Widow is a prequel focusing on Natasha Romanoff/Black Widow(Scarlett Johansson), set after the events of Captain America: Civil War(2016) & before the events of Avengers: Infinity War(2018). Natasha faces off against the demons of her past, when a new threat emerges.Black Widow is a fantastic movie. Director Cate Shortland has given us another unforgettable film, set in the Marvel Cinematic Universe. The action set pieces are jaw-dropping. The visual effects are eye-popping. Natasha Romanoff finally gets a worthy solo movie, that the fans have been waiting for, for several years. Scarlett Johansson is outstanding as Natasha Romanoff. Florence Pugh is spectacular as Yelena Belova. Can't wait to see more of Florence Pugh's Yelena, in future Marvel Cinematic Universe projects. Rachel Weisz is brilliant as Melina. David Harbour is phenomenal as Alexei. Johansson, Pugh, Weisz & Harbour have this effortless camaraderie in all their scenes together. Ray Winstone is superb as Dreykov. O-T Fagbenle is great as Mason. William Hurt is effective as Secretary Ross. Ever Anderson & Violet McGraw are perfect as Young Natasha & Young Yelena, respectively. The supporting cast is excellent. Black Widow is a must watch for Marvel Cinematic Universe fans. Can't wait for the rest of Marvel's movies & Disney+ TV shows, that are due in the next couple of years. What a time to be alive!"
1497,1,"Not interested enough to keep watching And this is nothing to do with women taken the leading part, Before you start marvel I don't wish to see the origin of Hawkeye or falcon either, yawn."
1498,4,"Boring I kept watching to the end in hopes of getting better. It doesn't. The unrealistic action scenes, the fact that Natasha should've died like ten times in the first part of the film, like for real, she survives explosion, fires, falling from buildings, the weak script, all of that is bad, but honestly the worst part is how boring this movie is."
1499,10,"Top 5 Marvel. In My Opinion. Humor to me goes a long way to making a movie interesting when lots of action is involved. David Harbour did a fantastic job in bringing the best Red Guardian I could imagine. Florence Pugh is really a remarkable talent in this role and sells the emotion perfectly, in my opinion this is a top 5 Marvel movie that I will be watching multiple times. Scarlett J in her final outing as Natasha Romanoff got the closure needed and in my opinion shuttered the book on that ledger for all times. Rachel Weisz, what can I say but a great performance and her character literally broke a leg, actor act always."
1500,8,"One of Marvel's Best ""Black Widow"" is one of the most well thought-out movies to come out of Marvel, and also one of the darkest. A great throwback to the espionage themes in ""Captain America: The Winter Soldier"" was a good choice given Natasha's spy-roots.We get the chance to see one of the biggest splotches of red in Natasha's ledger, and how she attempts to wipe it clean. The deep-dive into her past is also extremely well done, and twists and turns that occur are not at all forced. The action, especially the fight-choreography is some of the best to come out of a Marvel film. As expected, it's very ""show-y"" but very practical, brutal and extremely well acted. I could easily see some people seeing/enjoying this film strictly for the well crafted fighting.While it would be easy to make a film about an aloof spy very cold and void of emotion, ""Black Widow"" carries much heart with laments on family, and how overwhelming and shocking it can be to confront ones past. The acting is especially well at conveying this; I would argue all of the mains are worthy of awards.Overall ""Black Widow"" is a great espionage-acting film that has a lot of heart in the miss, and definitely worth the watch. My only major regret is that this wasn't released sooner."
1501,5,"A good movie to watch on a plane This is the perfect movie to watch when you're on a long flight, jet lagged, and just need something to watch that halfway entertaining but require no brain function. If you fall asleep you can wake up and still understand the basic plot of the movie. This embodies what Black Widow is.The acting's fine, the actions decent, does BW survive an ungodly amount of falls and explosions? Yes. Do you learn anything about Black widows backstory? Not really. Oh but you learn how she got her vest from Infinity War. Which is cool...I guess?The biggest problem with this movie is it came out like 5 or 6 years too late. I can't stress how average this movie is. Don't think too hard enjoy your 2 hours, and don't worry about rewatching it."
1502,10,Loved it! 🌟 I loved every second of this film. One of my favorite Marvel movies of all time!
1503,10,"Wonderful way to fire the character A fun, solid and amazing movie. A mix of engaging and absorbing themes, they present us with an espionage thriller driven by chemistry between the characters, the performances, the humor, the action moments, and the good visuals.The story of the movie is good, it has an approach that is refreshing to the MCU, allowing it a sense of style and fun that is really enjoyable, it doesn't try to tie in on other MCU projects to make it work. It's a solidly entertaining standalone adventure complete with fun family dynamics that adds additional character development amid all the action.The film touches on very strong themes that are still a problem in society, how they somehow absolve the arc of the protagonist in her greatest regret and we understand the actions of the red room and the psychological damage it did to Natasha. And other widows, something that stands out at this point is Taskmaster, and I'll explain why .... Taskmaster was a drone programmed by his father Draykob, the supervisor of the Red Room, a Soviet top-secret training and brainwashing program that she turned young women into the best undercover assassins in the world to execute orders with brutal efficiency. Based on what we saw in the film, we see him as a burden to the protagonists, as he remained undefeated throughout the film. And on that note, Taskmaster turned out to be too much for Natasha throughout the movie. It wasn't until climax that Natasha learned the truth, and then set out to save her. On a thematic level, this somehow absolves Natasha of her greatest regret, killing a girl to gain her own freedom, and gave her a chance to redeem herself, at least on some level, by freeing Antonia from her father's control and giving her a second chance at life like them and the other black widows.Without a doubt, this film marks a triumphant return of Marvel Studios to the cinema and we hope in the future we can continue to see these characters in the next projects of phase 4."
1504,6,"Pugh and Harbour were excellent!! Tremendous action throughout the show, really fun experience in IMAX. Action scenes are intense and transition well. Make the effort to see this film in theaters, it is well worth it."
1505,6,"Kinda dissapointing to me The trailer was good but the movie seems so bad at character development. I don't even remember the name of the(maybe worst)villain of Marvel Cinematic Universe ever. Howerver,the fight scenes are good enough."
1506,2,"Really bad, boring and no fun movie Receive only 2 star just for all that has been done from MCU."
1507,8,"Definitely not as bad as some as some of the reviews make it sound So this movie is not the best MCU film but it isn't as bad as many of the other reviews say.Natasha is not at her best in this movie which is sad because this is probably her last appearance in the MCU. Yelena is awesome and I am looking forward to seeing more of her in the MCU hopefully alongside John Walker and others so we can get a Thunderbolts team. Red Guardian is funny and the over the top accent and general stupidity of everything he says makes him one of the MCU's best characters yet.Taskmaster is barely in the movie and isn't as good as I expected for one of the best villains Marvel has dreamed up over the years The whole mind control thing was stupid and I kinda hope we get the real one later on down the line.The story made since for the most part but was a little predictable, it honestly would have been more surprising if Taskmaster was someone besides Dracov's daughter.I appreciate the attempt to give Natasha a memorial which she got screwed out of in Endgame but I honestly think the Avengers going through 7 stages of grief was more touching,Also I would like to point out the plot whole of how the heck did Natasha get away from Ross at the end, and if your were just going to escape on your own why did you refuse to go with your family, small army of highly trained assassins, and the mind controlled pawn that didn't really do all that much.Overall this is a good movie but it could have been a bit better. Overall, story 8/10, characters 9/10 (Taskmaster is why it isn't 10/10) plot 9/10. Awesome movieAlso I would like to add for the people who said this movie was the worst MCU movie ever you guys have obviously never seen the Incredible Hulk."
1508,10,"I loved it!!! After waiting so long for this movie it was exactly everything I wanted it to be. Yes, maybe it wasn't the superhero action movie Marvel has us used to, but I never expected it to be. This was Natasha's origin story and it was perfect in delivering exactly that."
1509,7,"An overdue Black Widow solo film that delivers more on character than spectacle; Florence Pugh steals the show! Black Widow is a grounded, quieter origin story for Natasha Romanoff which will satisfy fans of the character. It is smaller-scaled in terms of action spectacle, but fans who care about Black Widow will appreciate the character development.Black Widow fills in the missing narrative gaps for its title character between all the Avengers films. We learn about Natasha Romanoff's dark past in Russia before she joined the Avengers. In the first Avengers, Black Widow talks about having red on her ledger and that is dealt with here in a dramatically satisfying manner which retroactively deepens her story arc from Infinity War. The idealist in me wishes this origin story was told earlier and wasn't an afterthought on the Marvel timeline.Director Cate Shortland, who has a background in indie dramas, brings a more delicate touch that veers away from the usual Marvel aesthetic. The cinematography is shot in an intimate fashion that pulls up close to the actor's faces, which translates to a Bourne Identity shaky quick-cut style in the fight scenes. The musical score takes its cue from old political thrillers. Overall, the film feels more intimate and hand-made.There are fewer jokes, something which I appreciated. Black Widow is not a comedy. In fact, it's one of the more tonally serious Marvel installments. The few gags that are there do land and function more like tension breakers than comedic quips.Scarlett Johansson delivers a solid performance in her final outing. Her portrayal here feels like Johannson's own vision of the character. Natasha is not dressed or photographed in an overtly sexual way. She just is a capable Avenger solving her own problems. The Natasha in this film is much more vulnerable than we've seen before. It seems like the note Johannson wants to leave on and she accomplishes that.David Harbour as the Red Guardian, a Russian version of Captain America who is forsaken by his country, was funny as the comedy relief. His character left more to be desired.It is Florence Pugh who steals the show as Yelena Belova. She brings gravitas and communicates her character's dimensions under limited screentime, quickly establishing herself as the most compelling new Marvel character post-Infinity War. The sister story between Natasha and Yelena was well-executed. I look forward to seeing Pugh's next outing as Yelena.Like in most superhero fare, Black Widow struggles between what the film is thematically about versus the commercial expectations it has to deliver. The family drama between Johansson, Pugh, Harbour, and Weisz is easily the best part. With all the commercial box-ticking, the film is too overwhelmed to sink its teeth in exploring this broken family dynamic.At one point, William Hurt's Thaddeus Ross, who is chasing Natasha Romanoff for crimes against the Sokova Accords, feels more like a representation of the Disney-Marvel conglomerate chasing down Scarlett Johansson as she sneakily weaves an arthouse family drama beneath this superhero movie.The film could have used fewer action sequences and traded that time for more dramatic scenes of the family working out their issues. There were a few fights that seemed unmotivated and I am sure the director would undoubtedly agree.Marvel Studios has gotten the whole world to care about all these characters now. Everybody now sits so obediently waiting for the end credits scene. We've seen science, aliens, gods, and magic. Marvel has us in the seats already. They can really wow us with more feels."
1510,6,"A fun Marvel movie, but should have been far more BLACK WIDOW is a movie that should have been released back in 2014. But since Marvel took so long to develop this film, audiences finally get their Black Widow solo movie far too late, after we already know the fate of the character. Regardless, this is a perfectly entertaining addition to the Marvel Cinematic Universe, but it could have been so much more. The film is at its best when it is focused on its characters and the performances of the actors, and when it tries to be a spy thriller rather than just another big-budget MCU tentpole.The best parts of this movie all involve either Florence Pugh or David Harbour, who play the sister and father of Natasha Romanoff (Black Widow). They both give charismatic performances that supercede some of the more generic aspects of the plot. The stunt work is also quite fantastic for much of the movie, especially in the first two-thirds. A car chase scene and a sister-to-sister fight scene are both choreographed excellently and are thrilling from start to finish.For the first two acts of BLACK WIDOW, I was invested in the storyline and was thoroughly enjoying myself due to the action and the different approach on a Marvel film. However, the final act reverts back to the absolute ridiculousness that Hollywood money-makers such as this are known for, and the movie lost me at that point. Once the characters arrive to the location for the emotional climax and final major CGI fight scene, the writing becomes annoyingly trite and boring, and the action becomes overblown and mind-numbing. I even ceased to be invested in the story and character arcs, and stopped caring at all about how the movie concludes.BLACK WIDOW may be another watchable action movie from Marvel, but at this point they need to turn things up a notch and deliver something truly different. This film will not be regularly talked about in a year's time, and Disney/Marvel needs to start making more movies that stick in viewers' brains more than just another sci-fi CGI fight scene. B-"
1511,6,Better than most but a little to ambitious The movie seemed like it tried to cram three black window movies in to one. I couldn't tell if it seemed like there was too many or too little antagonists. But overall a pretty solid solo movie. It is forgivable coming off of the last 2 movies being endgame and far from home. As I said solid movie though.
1512,4,"Predictable, illogical, disappointing. Few entertaining action scenes, lots of tacky dialogue."
1513,1,A Boring Mess of a Movie What a boring piece of trash. A movie thrown together for the sake of throwing together a movie. No plot. Cardboard characters. Spoon fed CGI. Sarcasm for sarcasms sake.It's time to get off this ridiculous comic book action movie train. It's dead. Let it Rest In Peace and find some new creative filmmakers with something valuable to do.Enough is enough.
1514,9,"Great movie, great cast I waited a while for this movie and I enjoyed it. Felt the cast was great and felt it was a satisfying end to Black Widow's story."
1515,7,Should've been called Widows Acting was awesome especially from Florence Pugh she stole the show. Her character Yelena had a fun relationship with Natasha but also was the best character in the movie. David Harbour was also very good and made for a really fun character. Even tho Yelena and Red Guardian were great they took focus off of Black widow/Natasha. This is a problem because the whole point of the movie was to let Natasha finally shine but with the introduction to the new characters she ended up splitting the spotlight 3 ways.Since I know what happened in Endgame it took away from the action involving Black Widow. There wasn't a sense of urgency since I know in the end she'll be ok.Marvel has this theme of using comedy in poor places and it showed in this movie. When Red guardian started singing American pie it took away from what could have been a great character scene.TaskMaster sucked. As someone who knows a little bit about the comics and has seen taskmaster in smaller tv adaptations she was extremely disappointing. Nothing but a goon with a not so interesting background.
1516,6,Not bad But isn't good. The CGO is really bad and the story too. I'd like but expected more.
1517,6,"Missing the Main Four Guys Unfortunately, all this movie did was make me miss Rogers, Thor, Stark and Banner. The plot was boring, the action uninspired and it just seemed like a whole movie where the things you want to see are happening off screen."
1518,6,... It was the badest movie of disney im sure if they try it would be so better.
1519,4,"Meh. It had some good parts, mostly bad. Massive plot holes."
1520,7,Awesome 👌 Wow. Superb mcu movie. One last time we could see Natasha. Yelena see u again.
1521,6,"Watch Loki Instead Quality has definitely moved to TV. If you want thoughtful superhero action, watch Loki or Wandavision. This was the cinematic equivalent of The Fast and the Furious 9."
1522,10,"There is literally nothing bad I can say about this movie This movie was fun to watch, had a great sense of humor (as expected) and gave us a lot of Black Widow's background.In my opinion the origin story is not of Natasha but of Yelena. If seems as if Yelena will take Natasha's place and they made a great introductory to her character. It seems that the next Black Widow movie/introduction Yelena will lead."
1523,5,"Meh Disappointing at best. Neither an origin story nor continuation. No background as to how she became a widow assassin, nor what motivated her to join the avengers and ""do the right thing."" Florence Pugh is a delight. Title character, Scarlett Johansson, zero to work with in terms of motivation. I found it pretty confusing, and a big disappointment. David harberg's Red guardian, is silly attempt at comic relief. Basically, a mess."
1524,2,Really??? If you don't know or care about the character Taskmaster the movie gets a 5. If you are a fan of Taskmaster or Marvel comics in general don't waste your time. They turned him into a female cyborg. I averaged the two and gave the movie 2 stars.
1525,8,"Quintessential Natasha This film turned out to be bitter sweet. On the one hand, it delves deep into what makes Natasha who she is and explores her backstory, family dynamic and her relationships with people. On the other, it's a film that should have come out years earlier - since her death in Endgame means that she will no longer appear in the MCU.The plot takes a while to get going, but it does eventually find its feet - teasing with a tense opening shot and then exploring how Natasha became a super spy.Natasha is a person that is willing to go through pain and is not afraid of death - yet will not accept when her loved ones suffer. And this film gives us an idea of why she decided on her sacrifice in Endgame.She was done a raw deal in many of the Avengers films. She started out as a sexy secretary with a set of skills on the side to the token female in the group of male super heroes - to a fully nuanced hero ready to do whatever it takes to save the innocent.We will miss her.Oh and Florence Pugh is absolutely incredible this film. Hopefully we will see more of her character in the future."
1526,7,"Mid-Tier MCU Movie I love MCU, but actually I never excited to see this film for some reasons. First, even tho Black Widow has been around for like 10 years in the MCU, she still isn't one of my favorite characters. Second, because they released it after the character have died in the previous movie (Avengers: Endgame). This movie could make me more excited if they released it on the same timeline as the movie take place, 2016/2017. It just feel kinda weird that they put this as the first movie of MCU Phase 4.The film starts off very strong with establishing Natasha Romanoff's childhood and her family. And reveal how Nat ended up being a Black Widow. Actually one of the best opening from all Marvel movies in my opinion.Many people don't like how Marvel use Taskmaster in this movie. But I'm actually agree with that. My problem with the villain is that he just got small screentime and seems not threatening at all. I thought Taskmaster will be the next Winter Soldier kind of villain when I watch the trailers and then I was wrong. For the third act, yeah Marvel really have a problem with this. CGI fight scene is fine, but if they fail, it makes the whole scene and sequence look terrible.But beside all of that, this movie was doing great on telling the backstory of Nat and the way they respecting the character's death. If I'm making my version of MCU movie ranking, maybe I'll put this in number 13/14/15 out of 24 movies."
1527,6,"Tried too hard... ...with the action scenes to make Black Widow appear indestructible when she's not. She's a well trained, but ultimately still ordinary human being without super powers.Other than that, the film is entertaining, but not memorable, and rather unevenly paced.The sister, Yelena, was the better character, more enjoyable to watch, but Natasha herself was not bad either. The post-credit kind of cheapened the movie to make it seem like a promotion of the upcoming Hawkeye series and the woman with the purple hair lock seems to be a stand-in for Coulson.Good for a one time watch, not recommended for a second time."
1528,6,"Very average movie The fight sequences are often cut off or not intense, the story line is all over the place, don't add anything significant to the MCU, the trailer looks better than the actual movie. Very very average film unfortunately."
1529,8,"Pretty good I would rate this as a pretty good marvel movie, along the. Lines of iron man 3. Good action and Scarlett always carries a movie.Florence Pugh is a bit short and chubby to be taken seriously as an assassin, apart from than it's definitely worth a watch. Ignore the low scores, they are just from incels who hate women."
1530,1,"The worst. Well, this is just one of the worst movies ever. But, of course, the idiots are gonna love it and it's gonna make a billion dollars. Just like F9. Big surprise."
1531,7,"Not bad, not bad at all! I had low expectations of the film and was surprising pleased and enjoyed it the whole time! Florence is an absolute scene stealer followed closely by David. Great story, and the end credit scene is awesome!"
1532,3,"Natasha, you won't be missed... ... is what I suppose the writers and the director thought when they came up with this movie. People wondered why does such a ""strong female character"" get her movie a decade after the inception of the franchise and here's the reason - they never envisioned her as one. When she needed to shine her spandex bottom, to say a quippy line or pose for a group shot - she was appreciated and remembered... by youtube's ""best of black widow"" compilations. But when it comes to origin stories or what can a character do on their own... Well, only one thing was important: that she was russian. So the movie isn't about her as a character. No, it's about her sister and her family. And it's not about her motivations or personality, it's about an evil ruski being an evil ruski. And the problem is... that ruski is probably the best character in the whole movie. And what he does is basically what USA has done for the past 50 years. So all the ""bad man is mad"" had no effect on me. In fact, I merely appreciated the actor's performance. As well as Pugh's best rendition of JarJar Binks.The action is terrible. Editing is atrocious and unwatchable. Fighting is fake and animated. It's basically a Captain Marvel that tries and fails, because you don't win a game by scoring into your own gate. The narrative and the pacing are barebone too, because far too much time gets wasted on, to put it simply, idiotic comedy and what concerns character developed is mostly done by out of place action scenes. Or worse.But I did enjoy the Red Guardian's character. Even if he was written with the all the misandry you could think of. Not as bad as the latest Ghostbuters though. And I kind of appreciated the chemistry between characters. Again - the humor. It's not a tragedy or an action movie, more like a Futurama episode. And I think Black Widow deserved better. Yes, she is russian. Yes, he had an origin story in her comics. Should I divulge that the origin story of Black Panther characters would make modern lefties tear their hair out? Changes are often made to sell the propaganda, and it seems like the respect for the character did not outweigh the necessity of her classic origin.So, no, it's not as bad as Captain Marvel. It's not something to shoot for, like Red Sparrow. It's just a bad movie. One of the many. 200mil$ well-spent. Wonder Woman 1984 tips her hat."
1533,6,"First Marvel movie you can watch while seeing other videos on Youtube! There is a good chunk of humor in there. A good Action film with sometimes great, sometimes forced action scenes. In my opinion the movie tries so hard to mark its name that it misses on what it actually wanted to achieve.Do not ignore other reviews when they say that Florence Pugh really steals the show, overshadowing black widow. Don't believe me? Google black widow movie and she is first in case list with SJ in second :D."
1534,10,Best Marcel movie Watch it without Avengers mindset and this is one of the best movie that came out of marvel studios ...with repartee and action that would make you wanting for more 👌👌 first of. Kind action in air ...
1535,10,"4DX was amazing! Saw the movie in 4DX, and the effects definitely added to what I'm sure would've been a great experience anyway."
1536,8,"Not as bad as everyone say Different kind of marvel... Dont expect anything, and you will like it😉"
1537,4,"Unoriginal, boring and tideos The story is mind-numbingly unoriginal, the movie was boring and tideus to get through. I almost dozed off in the cinema which is surprising since the last time that happened was when I was 5 years old.I don't know what I expected and I deeply regret paying money to go see this. I don't know what it is with Marvel, they just write the same story over and over. This is the last marvel movie I ever watched on cinema.By the way, who made the special fx? Its literal garbage.That being said, the actors did a great job portraying their characters and should not be held accountable for this trainwreck of a movie."
1538,7,"Very good action movie... ""Black Widow"" is an Action - Sci-Fi movie in which we watch Natasha Romanoff (aka Black Widow) facing her past and trying to confront a dangerous conspiracy before it's too late. She is also forced not only to face her past but also to close some unfinished business.I enjoyed this movie because it contained many good action scenes that were combined very well with comedy. The plot was interesting and not boring while the visual effects gave a beautiful touch in the movie and lifted even more. The direction which was made by Cate Shortland was good and she did a nice job on the way she presented the story behind Natasha Romanoff. The interpretations of both Scarlett Johansson who played as Natasha Romanoff and Florence Pugh who played as Yelena Belova were very good and their combination worked very well too. Rachel Weisz who played as Melina and David Harbour who played as Alexei gave a different touch in the movie and also helped to the evolution of the main characters. To sum up, I have to say that if you are a fan of Marvel then I am definitely sure that you will love ""Black Widow"" but even if you are not this movie is a good opportunity for you to become."
1539,8,"[7.6] An orange world where characters are made of rubber Imagine a world where characters are made of extra-flexible rubber, fairly indestructible with tons of extra luck as (to) not having the ""sky"" falling onto their heads and most importantly, laws of physics bend amicably. Well, that's Black Widow with an average screenplay, very good acting, tons of incredible luck, huge VFX & choreography and eye-candies the size of five football fields.It's entertaining to watch, yet lacking needed dark vibes, while having ""goofy"", cheesy, ""funny"" plots and conversations to make you feel what? Better?! Or cringe your teeth to powder?!Shut your brain off, have a huge cinematic experience, but be sure that you'll forget it as soon as your eyes open up back to the real world.That's not Black Widow. That's a circus with somebody named Natasha Romanoff in it.I almost forgot, kudos to Rachel Weisz, David Harbour and the emotionally serious! Florence Pugh who delivered believably and enjoyably, adding much needed weigh to this production."
1540,10,"10 just for the acting performance delivered The story is also enjoyable, especially the familiy/reunion part, was really nice. I wish there was more for the red soldier, who's character was refreshing and very very attractive...who knows, maybe in a future, will have a movie like captain America and the red soldier."
1541,5,Weak That was a really weak plot that would have worked as just a 30minute short film stretched into a movie. After the trailer everyone was expecting to see an action packed movie and there was none. Taskmaster had to be the most disappointing entry in mcu universe so far. Barely had anything to do and not even had a decent fight. It also missed the humour that we usually have in Marvel movies. They tried to be funny but missed miserably. 5 is the best rating this deserves.
1542,1,"Just plain boring I absolutely love Marvel movies, however this was just dire.The plot and twists were completely predictable, made no contribution to the overall story arc and frankly was just boring. That's a first for a marvel movie. The lead actress is was overrated in terms of popularity and talent."
1543,6,"Has potential but can't use it! Believe me, this movie could have been told much more deeply and effectively. The material he has is great, but he does not know how to use it. It can't go above and beyond being an ordinary MCU movie."
1544,2,"Wait for it on Red Box or when you can see it home. It is okay, but don't spend the money right away. I would highly recommend you wait for the TV free movie."
